Term	Notes	English	Dutch	French	Italian	German	Spanish	Brazilian Portuguese	Polish	Chinese (Simplified)	Chinese (Traditional)	Japanese	Korean
card_merchant_description_2		Selling a Dragon Egg for 100 Coins! Still needs [coinsNeeded] Coins.	Een drakenei te koop voor slechts 100 Munten! Je hebt nog [coinsNeeded] Munten nodig.	Vend un Œuf de dragon pour 100 pièces ! Il vous manque [coinsNeeded] pièces.	Vende un Uovo di Drago per 100 Monete! Mi mancano ancora [coinsNeeded] Monete.	Du verkaufst ein Drachenei für 100 Münzen – es fehlen noch [coinsNeeded] Münzen	¡Vende un huevo de dragón por 100 monedas! Todavía faltan [coinsNeeded] monedas.		Sprzedaje Smocze Jajo za 100 Monet! Potrzeba jeszcze tylu Monet: [coinsNeeded].	100枚硬币出售一个龙蛋！还差[coinsNeeded]枚硬币。	他用100金幣的價格販賣一顆龍蛋！還需要[coinsNeeded]枚金幣。	ドラゴンのタマゴを100コインで販売中だよ！あと[coinsNeeded]コイン足りないね。	용의 알을 100코인에 팝니다! 아직 [coinsNeeded]코인 부족합니다.
card_merchant_name		Merchant	Koopman	Marchand	Mercante	Händler	Mercader		Kupiec	商人	商人	商人	상인
card_museum_description		Turns Resources into Happiness, for each new Resource it's given	Zet grondstoffen om in Blijdschap, voor elke nieuwe grondstof die je geeft	Transforme des Ressources en Bonheur	Trasforma le Risorse in Felicità, per ogni nuova Risorsa donata	Macht Glück aus Ressourcen – für jede neue Ressource, die es erhält	Convierte recursos en felicidad, por cada recurso nuevo que se done.		Zmienia zasoby w Szczęście, za każdy nowy umieszczony zasób	将资源转化为幸福，每获得一个新资源就增加一点幸福	每給予一種新的資源，就能把資源變成快樂。	新たに資源を1つ提供するたびに、資源を幸福に変える	새로운 자원이 주어질 때마다, 자원을 행복으로 바꿔줌
card_museum_name		Museum	Museum	Musée	Museo	Museum	Museo		Muzeum	博物馆	博物館	博物館	박물관
card_museum_status_0		Building a Museum	Museum aan 't bouwen	Construction d'un Musée	Sto costruendo un Museo	Ein Museum bauen	Construyendo un museo		Buduje Muzeum	修建博物馆	正在建造博物館	博物館を建設中	박물관 건설 중
card_naming_stone_description		No more forgetting who's who!	Zo vergeten we niet meer wie wie is!	Pour ne plus confondre les Villageois	Non dimenticare più chi è chi!	Vergiss niemals mehr, wer wer ist!	¡Ya no hay duda de quién es quién!		Już nie zapomnisz, kto jest kim!	再也不会忘记谁是谁了！	不會在忘了誰是誰！	これでもう人違いの心配なし！	이제 누가 누군지 잊을 일이 없습니다!
card_naming_stone_name		Naming Stone	Naamsteen	Pierre nominale	Pietra dei nomi	Namensstein	Piedra con nombre		Kamień z Imionami	命名石	命名石	名付け石	이름 짓는 돌
card_naming_stone_status_0		Building a Naming Stone	Naamsteen aan 't maken	Fabrication d'une Pierre nominale	Sto costruendo una Pietra dei nomi	Einen Namensstein bauen	Construyendo una piedra con nombre		Buduje Kamień z Imionami	修建一块命名石	正在建造命名石	名付け石を建設中	이름 짓는 돌 건설 중
card_old_cat_description		Grumpy sometimes	Is soms een beetje chagrijnig	Parfois un peu ronchon	A volte è scontroso.	Manchmal grummelig	Un poco gruñón a veces.		Bywa zrzędliwy	有时候脾气暴躁	有時候不太好親近	気分屋さん	가끔 심술을 부림
card_old_cat_name		Old Cat	Oude kat	Vieux chat	Vecchio gatto	Alte Katze	Gato anciano		Stary Kot	老猫	老貓	老いたネコ	늙은 고양이
card_old_dog_description		Still adorable	Nog steeds snoezig	Toujours très mignon	È ancora adorabile.	Immer noch allerliebst	Sigue siendo adorable.		Nadal uroczy	依旧很可爱	仍然可愛	かわいさは衰えない	여전히 깜찍함
card_old_dog_name		Old Dog	Oude hond	Vieux chien	Vecchio cane	Alter Hund	Perro anciano		Stary Pies	老狗	老狗	老いたイヌ	늙은 개
card_old_villager_description		Life's flashing before their eyes	Ziet het leven voor de ogen flitsen	Sa vie défile devant ses yeux	La vita gli scorre davanti agli occhi.	Das Leben läuft vor seinem Auge ab	Está viendo su vida pasar ante sus ojos.		Życie przelatuje mu przed oczami	人生对他们来说转瞬即逝	生命在他們的眼中閃耀	人生が走馬灯のように駆け巡る	그들의 눈앞에 주마등이 스칩니다
card_old_villager_name		Old Villager	Oude dorpeling	Vieux villageois	Vecchio abitante	Alter Dorfbewohner	Aldeano anciano		Stary Wieśniak	老村民	老村民	老いた村人	늙은 주민
card_olive_description		Mediterranean classic	Mediterraanse klassieker	Spécialité méditerranéenne	Un classico mediterraneo.	Mediterraner Klassiker	Un clásico mediterráneo.		Śródziemnomorski klasyk	地中海经典	地中海的經典	地中海料理の定番	고전적인 지중해 음식
card_olive_name		Olive	Olijf	Olive	Oliva	Olive	Aceituna		Oliwka	橄榄	橄欖	オリーブ	올리브
card_olive_oil_description		Tasty olive juice	Een vleugje olie	Jus oléagineux d'olives	Un saporito olio d'oliva.	Leckerer Olivensaft	Un poquito de esencia de aceituna.		Odrobina pysznego soku z oliwek	美味橄榄汁	橄欖的精華	美味しいオリーブの液体	맛있는 올리브 즙 약간
card_olive_oil_name		Olive Oil	Olijfolie	Huile d'olive	Olio d'oliva	Olivenöl	Aceite de oliva		Oliwa z Oliwek	橄榄油	橄欖油	オリーブオイル	올리브유
card_olive_oil_status_0		Making Olive Oil	Olijfolie aan 't maken	Préparation d'Huile d'olive	Sto producendo l'Olio d'oliva	Olivenöl herstellen	Preparando aceite de oliva		Wyciska Oliwę z Oliwek	制作橄榄油	正在製作橄欖油	オリーブオイルを作成中	올리브유 만드는 중
card_olive_pulp_description		A slurry of olives	Platgestampte olijven	Bouillie d'olives	Una poltiglia di Olive.	Ein Brei aus Oliven	Una papilla hecha de aceitunas.		Oliwkowa pulpa	一堆橄榄泥	打成泥狀的橄欖	オリーブのべちゃべちゃ部分	걸쭉하게 으깬 올리브
card_olive_pulp_name		Olive Pulp	Olijvendrap	Pulpe d'olive	Polpa d'olive	Olivenbrei	Papilla de aceitunas		Pulpa z Oliwek	橄榄果肉	橄欖漿	オリーブの果肉	올리브 과육
card_olive_pulp_status_0		Stomping Olives	Olijven aan 't stampen	Pressage d'olives	Sto pestando le Olive	Oliven stampfen	Pisando aceitunas		Miażdży Oliwki	踩橄榄	正在榨橄欖	オリーブを踏みつぶし中	올리브 밟는 중
card_olive_tree_description		Can grow as old as 3,500 years	Kan wel 3500 jaar oud worden	Peut vivre près de 3500 ans	Può raggiungere i 3500 anni.	Kann bis zu 3.500 Jahre alt werden	Puede crecer hasta los 3500 años.		Potrafi rosnąć przez 3500 lat	能生长3500年	可以存活長達3500年	3,500年生きる木だ	3500살까지 자랄 수 있음
card_olive_tree_name		Olive Tree	Olijvenboom	Olivier	Ulivo	Olivenbaum	Olivo		Drzewo Oliwne	橄榄树	橄欖樹	オリーブの木	올리브 나무
card_olive_tree_status		Harvesting Olives	Olijven aan 't plukken	Récolte d'olives	Sto raccogliendo le Olive	Oliven ernten	Cosechando aceitunas		Zbiera Oliwki	收获橄榄	正在採收橄欖	オリーブを収穫中	올리브 수확 중
card_outhouse_description		Use it to get rid of Poop	Ontlast je van je Poep	Permet de se débarrasser d'un Étron	Usala per sbarazzarti della Cacca.	Benutzen, um Exkremente loszuwerden	Se usa para deshacerse de las heces.		Pozwala pozbyć się Kupy	用它来清除粪便	用它來排泄	ウンチの処理に使う	사용해서 똥을 없애세요
card_outhouse_name		Outhouse	Plee	Toilettes	Latrina	Plumpsklo	Letrina		Wychodek	屋外厕所	外屋	屋外トイレ	변소
card_outhouse_remove_poop		Getting rid of Poop	Poep aan 't ontlasten	Élimination d'un Étron	Mi sto sbarazzando della Cacca	Exkremente loswerden	Eliminando heces		Pozbywa się Kupy	清除粪便	正在排泄糞便	ウンチの処理中	똥 없애는 중
card_outhouse_status_0		Building an Outhouse	Plee aan 't bouwen	Construction de Toilettes	Sto costruendo una Latrina	Ein Plumpsklo bauen	Construyendo una letrina		Buduje Wychodek	修建一个屋外厕所	正在建造外屋	屋外トレイを建設中	변소 건설 중
card_oven_description		Used to bake all sorts of things	Heel Stacklands bakt	Permet de préparer différents mets	Utilizzato per cuocere ogni genere di cose.	Verwendet, um alle möglichen Dinge zu backen	Se usa para hornear todo tipo de cosas.		Można w nim piec różne rzeczy	用来烤各种东西	用來烘烤所有東西	何かを焼くならお任せあれ	많은 걸 굽는 데 사용됨
card_oven_name		Oven	Oven	Four	Forno	Ofen	Horno		Piekarnik	烤炉	烤箱	オーブン	오븐
card_painting_description		A drawing of a French Villager	Het is nét een Van Gogh	Peinture d'un Villageois français	Il dipinto di un Abitante francese.	Das Bild eines französischen Dorfbewohners	Un cuadro de un aldeano francés.		Rysunek Wieśniaka z Francji	一幅法国村民的画	一個法國村民的畫	フランス人の村人が描かれている	프랑스인 주민이 그린 것
card_painting_name		Painting	Schilderij	Peinture	Dipinto	Gemälde	Cuadro		Obraz	画	繪畫	絵画	그림
card_painting_status_0		Creating a Painting	Schilderij aan 't maken	Fabrication d'une Peinture	Sto creando un Dipinto	Ein Gemälde herstellen	Creando un cuadro		Maluje Obraz	创作一幅画	正在製作繪畫	絵画を制作中	그림 제작 중
card_pancakes_description		A big stack!	Een grote stapel!	Une grande pile	Una grande pila!	Ein riesiger Stapel!	¡Menudo montón!		Wielki stos!	一大叠！	疊疊樂！	大盛りだ！	두툼합니다!
card_pancakes_name		Pancakes	Pannenkoeken	Crêpes	Pancake	Pfannkuchen	Tortitas		Naleśniki	薄煎饼	鬆餅	パンケーキ	팬케이크
card_pancakes_status_0		Making Pancakes	Pannenkoeken aan 't bakken	Préparation de Crêpes	Sto preparando i Pancake	Pfannkuchen herstellen	Preparando tortitas		Przyrządza Naleśniki	制作薄煎饼	正在製作鬆餅	パンケーキを調理中	팬케이크 만드는 중
card_paper_description		Wet wood, thinly-sliced	Nat hout, dun gesneden	Bois humide finement coupé	Legno bagnato e affettato sottilmente.	Nasses Holz in dünnen Scheiben	Madera húmeda en lonchas muy finas.		Cieniutkie arkusze mokrego drewna	切得很薄的湿木头	就是薄切過的濕木頭	濡れた木を薄く切ったもの	젖은 나무를 얇게 자른 것
card_paper_name		Paper	Papier	Papier	Carta	Papier	Papel		Papier	纸	紙張	紙	종이
card_paper_status_0		Making Paper	Papier aan 't maken	Fabrication de Papier	Sto producendo la Carta	Papier herstellen	Fabricando papel		Tworzy Papier	制作纸	正在製作紙張	紙を制作中	종이 만드는 중
card_petting_zoo_description		Generates Happiness for every Animal on top of it	Krijg Blijdschap voor elk dier dat hier woont	Génère du Bonheur lorsqu'un animal est placé dessus	Genera Felicità per ogni Animale che vi si trova sopra.	Erzeugt Glück für jedes Tier, das darin ist	Produce felicidad por cada animal que tenga encima.		Generuje jedno Szczęście za każde zwierzę, które się w nim znajduje	让里面的所有动物感到幸福	為每一個在它上面的動物產生快樂	このカードに重ねた全ての動物分の幸福を生み出す	이 위에 있는 모든 동물이 행복을 생성합니다
card_petting_zoo_name		Petting Zoo	Kinderboerderij	Zoo pour enfants	Fattoria didattica	Streichelzoo	Zoológico		Zoo	抚爱式动物园	零距離動物園	ふれあい動物園	체험형 동물원
card_petting_zoo_status_0		Building a Petting Zoo	Kinderboerderij aan 't maken	Construction d'un Zoo pour enfants	Sto costruendo una Fattoria didattica	Einen Streichelzoo bauen	Construyendo un zoológico		Buduje Zoo	修建一个抚爱式动物园	正在建造零距離動物園	ふれあい動物園を建設中	체험형 동물원 건설 중
card_petting_zoo_status_active		Petting Animals	Dieren aan 't aaien	Caresses d'Animaux	Sto coccolando gli Animali	Tiere streicheln	Acariciando animales		Głaszcze zwierzęta	抚摸动物	正在拍打動物	動物をなでなで中	동물 쓰다듬는 중
card_pizza_description		Hell yeah	Een hemels puntje	Trop bien !	Così si fa!	Jawoll ja!	¡Ou yeah!		Tak jest!	太好了	好耶	サイコーだぜ	오 예
card_pizza_name		Pizza	Pizza	Pizza	Pizza	Pizza	Pizza		Pizza	披萨	披薩	ピザ	피자
card_pizza_status_0		Making Pizza	Pizza aan 't maken	Préparation d'une Pizza	Sto preparando la Pizza	Pizza herstellen	Preparando pizza		Przyrządza Pizzę	制作披萨	正在製作披薩	ピザを調理中	피자 만드는 중
card_plague_mask_description		You can't get Sick	Zo word je niet meer ziek	Immunise contre la maladie	Non puoi ammalarti.	So wird man nicht krank	Con esto no enfermas.		Nie możesz zachorować	你不会生病	你不能感冒	着ければ病気を寄せ付けない	이거면 병에 걸릴 수가 없습니다
card_plague_mask_name		Plague Mask	Snavelmasker	Masque anti-peste	Maschera della peste	Pestmaske	Máscara de la peste		Maska Doktora	瘟疫面具	防疫面具	ペストマスク	역병 의사 마스크
card_plague_mask_status_0		Making a Plague Mask	Snavelmasker aan 't maken	Fabrication d'un Masque anti-peste	Sto producendo una Maschera della peste	Eine Pestmaske herstellen	Fabricando una máscara de la peste		Tworzy Maskę Doktora	制作一个瘟疫面具	正在製作防疫面具	ペストマスクを作成中	역병 의사 마스크 만드는 중
card_poop_cant_sell		You can't sell Poop when the Curse of Death is active	Je kunt geen Poep verkopen door de Vloek des doods	Impossible de vendre un Étron quand la Malédiction de Mort est active	Non puoi vendere la Cacca se la Maledizione della Morte è attiva	Du kannst keine Exkremente verkaufen, solange der Fluch des Todes aktiv ist	No puedes vender heces si la maldición de la muerte está activa.		Nie możesz sprzedawać Kupy, gdy aktywna jest Klątwa Śmierci	当死亡诅咒激活时，你无法出售粪便	你不能在死亡的詛咒生效時販賣糞便	死の呪いが発動中はウンチを売却できない	죽음의 저주가 활성화되어 있을 때는 똥을 판매할 수 없습니다
card_poop_slime_description		Slime made of Poop	Slijm gemaakt van Poep	Slime constitué d'étron	Melma fatta di Cacca.	Aus Exkrementen bestehender Schleimi	Slime hecho de heces.		Szlam zrobiony z Kupy	由粪便制成的软泥	由糞便組成的史萊姆	ウンチで出来たスライム	똥으로 만들어진 슬라임
card_poop_slime_name		Poop Slime	Poepslijm	Slime étron	Melma di cacca	Exkremente-Schleimi	Slime de heces		Szlam z Kupy	粪便泥	糞便史萊姆	ウンチスライム	똥 슬라임
card_possessed_blade_description		Makes its wielder feel uneasy	De drager ervan voelt zich oncomfortabel	Son porteur n'est pas à son aise	Fa sentire a disagio chi la maneggia.	Ihr Träger hat ein mulmiges Gefühl	Hace que quien lo porta sienta intranquilidad.		Ten, kto je dzierży, robi się niepewny	会让使用者感到不安	令揮舞它的人感到不自在	持ち主をソワソワさせる剣	사용자를 불안하게 만듦
card_possessed_blade_name		Possessed Blade	Bezeten zwaard	Épée possédée	Lama posseduta	Besessene Klinge	Espada endemoniada		Opętane Ostrze	附身之刃	附身大劍	悪霊憑きの剣	귀신 들린 칼날
card_puppy_description		It's adorable	Wat een schatje	C'est trop mignon !	È adorabile.	Einfach niedlich	Es adorable.		Przeuroczy	非常可爱	超可愛的！	カワイイ	깜찍합니다
card_puppy_name		Puppy	Puppy	Chiot	Cucciolo	Welpe	Cachorro		Szczeniaczek	小狗	小狗狗	子イヌ	강아지
card_rag_description		Ill-fitted piece of cotton	Dit stuk katoen past niet zo goed	Pièce de coton grossière	Pezzo di cotone malmesso.	Schlecht sitzendes Stück Baumwolle	Trozo de algodón mal ajustado.		Byle jaki kawałek bawełny	不合身的棉制品	一團不適合的棉布	サイズの合わない布切れ	잘 안 맞는 면화 조각
card_rag_name		Rag	Kloffie	Guenille	Straccio	Lumpen	Trapo		Szmata	破衣	破布	ぼろ布	누더기
card_roasted_fish_description		Browned nicely	Lekker voor het bekje	Croustillant à point	Ben dorato.	Angenehm gebräunt	Muy bien dorado.		Ładnie przyrumieniona	煎得很好	金閃閃的	いい揚げ加減	노릇노릇한 갈색
